Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
4803018,2020-02-14T19:00:00Z,Strada Urbana,VIA RANUCCIO BIANCHI BANDINELLI,all'intersezione con,VIA EMANUELE CARNEVALE,VIA EMANUELE CARNEVALE,,,12.5855,41.8187
4802528,2020-02-14T19:30:00Z,Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA PADRE REGINALDO GIULIANI,VIA PADRE REGINALDO GIULIANI,,,12.4932,41.8671
4803253,2020-02-14T20:10:00Z,Strada Urbana,VIA CONCA D'ORO,all'intersezione con,VIA VAL SANTERNO,VIA VAL SANTERNO,,,12.5244,41.9405
4804909,2020-02-14T21:40:00Z,Strada Urbana,VIA LEONE XIII,all'intersezione semaforizzata con,PIAZZA PIO XI,PIAZZA PIO XI,,,12.4404,41.8869
4804004,2020-02-14T22:05:00Z,Strada Urbana,VIA SIMONE MOSCA,all'intersezione con,VIA DI TORREVECCHIA,VIA DI TORREVECCHIA,,,12.4174,41.929
4804956,2020-02-14T22:20:00Z,Strada Urbana,VIA POMONA,da specificare,,,,altezza Via Di Pietralata,12.5552,41.9172
4803670,2020-02-15T00:10:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione con,VIA DEL CANALE DELLA LINGUA,VIA DEL CANALE DELLA LINGUA,,,12.4536,41.8089
4802605,2020-02-15T01:40:00Z,Strada Urbana,VIA DI S. BASILIO,all'intersezione semaforizzata con,PIAZZA BARBERINI,PIAZZA BARBERINI,,,12.4897,41.905
4804957,2020-02-15T02:00:00Z,Strada Urbana,VIA DI VAL CANNUTA,all'intersezione con,VIA ROBERTO AGO,VIA ROBERTO AGO,,,12.4103,41.897
4804895,2020-02-15T03:00:00Z,Strada Urbana,PIAZZA DEI GIURECONSULTI,all'intersezione semaforizzata con,CIRCONVALLAZIONE CORNELIA,CIRCONVALLAZIONE CORNELIA,,,12.4257,41.9019
4804875,2020-02-15T03:53:00Z,Strada Urbana,PIAZZA ADRIANA,all'intersezione con,VIA CRESCENZIO,VIA CRESCENZIO,,,,
4831312,2020-02-15T09:00:00Z,Strada Urbana,PIAZZA REMURIA,da specificare,,,,Via Aventina,12.4868,41.8794
4803826,2020-02-15T10:35:00Z,Strada Urbana,SALITA DI POGGIO S. LORENZO,all'intersezione con,VIALE LIBIA,VIALE LIBIA,,,12.5179,41.9308
4805026,2020-02-15T10:45:00Z,Strada Urbana,VIALE MARX,da specificare,,,,prossimità Via Locke,12.5563,41.9357
4803155,2020-02-15T11:10:00Z,Strada Urbana,VIA TAGLIAMENTO,da specificare,,,,alt. VIA RUBICONE,12.5017,41.9192
4804733,2020-02-15T12:00:00Z,,VIA ADAMELLO,all'intersezione con,VIA MONCENISIO,VIA MONCENISIO,,,,
4803131,2020-02-15T12:10:00Z,Strada Urbana,VIALE DELLA SERENISSIMA,all'intersezione con,VIA CHERSO,VIA CHERSO,,,12.5582,41.8987
4803648,2020-02-15T13:30:00Z,Statale entro l'abitato,VIA CASILINA,all'intersezione con,VIA DI TORRENOVA,VIA DI TORRENOVA,,,12.6199,41.8628
4803724,2020-02-15T13:40:00Z,Strada Urbana,VIALE FILARETE,all'intersezione con,VIA GALEAZZO ALESSI,VIA GALEAZZO ALESSI,,,12.5386,41.8794
4803132,2020-02-15T13:50:00Z,Strada Urbana,VIA ALBALONGA,all'intersezione con,VIA DOMODOSSOLA,VIA DOMODOSSOLA,,,12.5133,41.88
4805002,2020-02-15T14:00:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA MANFREDONIA,VIA MANFREDONIA,,,12.577,41.8944
4803651,2020-02-15T14:15:00Z,Strada Urbana,VIA ANDREA NOALE,da specificare,,,,200 m dopo civico 182 dir. Via di Salone,12.6243,41.9154
4804934,2020-02-15T14:50:00Z,Strada Urbana,VIA MATTIA BATTISTINI,all'intersezione semaforizzata con,VIA ENNIO BONIFAZI,VIA ENNIO BONIFAZI,,,12.4184,41.9139
4804713,2020-02-15T15:40:00Z,Strada Urbana,VIA CORINALDO,all'intersezione con,LARGO CAMERANO,LARGO CAMERANO,,,12.5857,41.938
4804671,2020-02-15T17:10:00Z,Strada Urbana,VIA DEI MONTI TIBURTINI,da specificare,,,,direz.Lanciani pross. via Carlo Amoretti,12.5428,41.9173
4804609,2020-02-15T20:15:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,VIA LAURENTINA,VIA LAURENTINA,,,12.479,41.846
4804987,2020-02-15T20:30:00Z,Strada Urbana,PIAZZA GUGLIELMO MARCONI,all'intersezione con,VIALE CRISTOFORO COLOMBO,VIALE CRISTOFORO COLOMBO,,,12.4711,41.8335
4804668,2020-02-15T22:00:00Z,Strada Urbana,VIA ALBERICO ALBRICCI,all'intersezione con,VIA PIER LUIGI SAGRAMOSO,VIA PIER LUIGI SAGRAMOSO,,,12.4606,41.9415
4805066,2020-02-15T22:40:00Z,Strada Urbana,VIA CARLO ARTURO JEMOLO,all'intersezione con,VIA FRANCESCO JOVINE,VIA FRANCESCO JOVINE,,,12.5857,41.9489
4804976,2020-02-15T22:50:00Z,Strada Urbana,PIAZZALE PIER LUIGI NERVI,all'intersezione con,VIA CRISTOFORO COLOMBO,VIA CRISTOFORO COLOMBO,,,12.466,41.8242
4806010,2020-02-15T23:55:00Z,Strada Urbana,VIA FRANCESCO BOLOGNESI,all'intersezione semaforizzata con,VIALE DI VILLA PAMPHILI,VIALE DI VILLA PAMPHILI,,,12.4576,41.8839
4803739,2020-02-16T00:35:00Z,Strada Urbana,VIA ACHILLE BENEDETTI,all'intersezione con,VIA FILIPPO MEDA,VIA FILIPPO MEDA,,,12.5436,41.9132
4806024,2020-02-16T03:15:00Z,Strada Urbana,VIA DI VAL TELLINA,all'intersezione con,VIA LUIGI RONZONI,VIA LUIGI RONZONI,,,12.4478,41.8676
4805085,2020-02-16T04:50:00Z,Strada Urbana,VIA CASTELGUIDONE,da specificare,,,,PROSSIMITA' VIA DI PORTONACCIO,,
4804665,2020-02-16T05:30:00Z,Strada Urbana,VIA DELLA MAGLIANA,all'intersezione con,VIA DEI GROTTONI,VIA DEI GROTTONI,,,12.4196,41.8317
4804890,2020-02-16T10:15:00Z,Strada Urbana,VIA DARIO NICCODEMI,all'intersezione con,VIA ROBERTO BRACCO,VIA ROBERTO BRACCO,,,12.5479,41.9527
4805966,2020-02-16T12:30:00Z,Strada Urbana,VIA VIRGILIO,all'intersezione con,VIA BOEZIO,VIA BOEZIO,,,12.4656,41.9068
4804755,2020-02-16T15:50:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIA COLLATINA,VIA COLLATINA,,,12.5748,41.9029
4804941,2020-02-16T16:10:00Z,Strada Urbana,VIA ALESSANDRO SERPIERI,all'intersezione con,VIA EUSTACHIO MANFREDI,VIA EUSTACHIO MANFREDI,,,12.4844,41.9224
4805267,2020-02-16T17:30:00Z,Strada Urbana,VIA VALLE VERMIGLIO,all'intersezione con,VIALE VAL PADANA,VIALE VAL PADANA,,,12.5249,41.9418
4805091,2020-02-16T18:10:00Z,Strada Urbana,VIA PAPIRIA,all'intersezione con,VIA LUCIO MUMMIO,VIA LUCIO MUMMIO,,,12.564,41.863
4805018,2020-02-16T20:00:00Z,Strada Urbana,VIA TEVERE,all'intersezione con,VIA CREMERA,VIA CREMERA,,,12.4966,41.913
4806056,2020-02-16T21:00:00Z,Strada Urbana,VIALE DEI COLLI PORTUENSI,all'intersezione con,LARGO NOSTRA SIGNORA DI COROMOTO,LARGO NOSTRA SIGNORA DI COROMOTO,,,12.4441,41.8666
4805412,2020-02-16T22:25:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,VIA DELLA BATTERIA NOMENTANA,VIA DELLA BATTERIA NOMENTANA,,,12.526,41.9266
4805067,2020-02-17T00:20:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione con,VIA SAMBUCI,VIA SAMBUCI,,,12.5739,41.9257
4806481,2020-02-17T07:00:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,VIA DEL PODERE ROSA,VIA DEL PODERE ROSA,,,12.5728,41.9579
4806062,2020-02-17T07:50:00Z,Strada Urbana,VIA DELLA CONSOLATA,all'intersezione con,VIA DEGLI ESTENSI,VIA DEGLI ESTENSI,,,12.4217,41.8767
4804802,2020-02-17T07:55:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA CARDINALE OREGLIA,VIA CARDINALE OREGLIA,,,12.4235,41.9027
4804928,2020-02-17T08:50:00Z,Strada Urbana,PIAZZA DEI RE DI ROMA,da specificare,,,,fronte largo vercelli,12.5146,41.8813
4805411,2020-02-17T09:00:00Z,Strada Urbana,VIA GALLIA,da specificare,,,,prossimità PIAZZALE METRONIO,12.4988,41.8825
4806385,2020-02-17T09:00:00Z,Strada Urbana,VICOLO DELL'ANNUNZIATELLA,all'intersezione con,VIALE LONDRA,VIALE LONDRA,,,12.5135,41.8417
4806411,2020-02-17T09:15:00Z,Strada Urbana,VIALE DEI ROMANISTI,all'intersezione con,VIA PIETRO SOMMARIVA,VIA PIETRO SOMMARIVA,,,12.5774,41.8675
4805413,2020-02-17T09:20:00Z,Strada Urbana,VIA DI PORTA FURBA,da specificare,,,,prossimità VIA DEL MANDRIONE,12.54,41.871
4806184,2020-02-17T09:40:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione con,VIA DI TOR CERVARA,VIA DI TOR CERVARA,,,12.5857,41.9325
4805418,2020-02-17T12:00:00Z,Strada Urbana,VIA DI S. MARIA AUSILIATRICE,all'intersezione con,VIA EURIALO,VIA EURIALO,,,12.5278,41.8729
4805612,2020-02-17T12:15:00Z,Strada Urbana,VIA MATTIA BATTISTINI,all'intersezione con,VIA LUCIO II,VIA LUCIO II,,,12.4171,41.9081
4806333,2020-02-17T12:30:00Z,Regionale entro l'abitato,VIA CASILINA,all'intersezione con,VIA DEL TORRACCIO DI TORRENOVA,VIA DEL TORRACCIO DI TORRENOVA,,,12.6199,41.8628
4806788,2020-02-17T12:55:00Z,Strada Urbana,VIA DEI FORI IMPERIALI,da specificare,,,,IN PROSSIMITA' PIAZZA DEL COLOSSEO,12.4908,41.8913
4806466,2020-02-17T13:10:00Z,Strada Urbana,VIA DELLE MESSI D'ORO,all'intersezione con,VIA CASTEL BOVERANO,VIA CASTEL BOVERANO,,,12.5613,41.9189
4805486,2020-02-17T13:30:00Z,Strada Urbana,VIA DEL PIGNETO,all'intersezione semaforizzata con,CIRCONVALLAZIONE CASILINA,CIRCONVALLAZIONE CASILINA,,,12.5277,41.8886
4805909,2020-02-17T14:10:00Z,Strada Urbana,PIAZZA DI PONTE LUNGO,da specificare,,,,FRONTE VIA GELA,12.5191,41.8778
4806331,2020-02-17T15:55:00Z,Strada Urbana,VIA DI TORRE SPACCATA,all'intersezione con,VIA DEL FOSSO DI S. MAURA,VIA DEL FOSSO DI S. MAURA,,,12.5858,41.8586
4805835,2020-02-17T16:00:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione con,VIA ACHILLE LUIGI BONANOME,VIA ACHILLE LUIGI BONANOME,,,12.3887,41.9139
4805817,2020-02-17T16:30:00Z,Strada Urbana,VIA MADDALONI,all'intersezione con,VIA ARIANO IRPINO,VIA ARIANO IRPINO,,,12.5436,41.8921
4806532,2020-02-17T18:00:00Z,Strada Urbana,VIA ARCEVIA,all'intersezione con,VIA TREIA,VIA TREIA,,,12.5855,41.937
4807682,2020-02-17T18:00:00Z,Strada Urbana,VIA CASILINA,all'intersezione semaforizzata con,VIA DI TOR PIGNATTARA,VIA DI TOR PIGNATTARA,,,12.5421,41.8802
4806402,2020-02-17T18:40:00Z,Strada Urbana,VIA DEI GELSI,all'intersezione con,VIALE DELLE ORCHIDEE,VIALE DELLE ORCHIDEE,,,12.5683,41.8891
4806584,2020-02-17T22:10:00Z,Strada Urbana,VIALE GIUSEPPE MAZZINI,all'intersezione con,VIA CARLO ALBERTO RACCHIA,VIA CARLO ALBERTO RACCHIA,,,12.4626,41.9158
4806361,2020-02-17T23:15:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,da specificare,,,,in prossimità ponte su via Amico Aspertini,12.6281,41.8764
4806483,2020-02-18T00:30:00Z,Strada Urbana,VIA LAURENTINA,all'intersezione con,VIALE IGNAZIO SILONE,VIALE IGNAZIO SILONE,,,12.4856,41.8103
4806623,2020-02-18T03:00:00Z,Strada Urbana,VIA LUCREZIO CARO,all'intersezione con,VIA GIUSEPPE GIOACHINO BELLI,VIA GIUSEPPE GIOACHINO BELLI,,,12.4701,41.907
4808336,2020-02-18T07:45:00Z,Strada Urbana,LARGO MARESCIALLO DIAZ,all'intersezione semaforizzata con,PIAZZALE DI PONTE MILVIO,PIAZZALE DI PONTE MILVIO,,,12.4653,41.9365
4808164,2020-02-18T08:15:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione con,VIA DI TOR CERVARA,VIA DI TOR CERVARA,,,12.5858,41.9325
4807475,2020-02-18T08:30:00Z,Strada Urbana,VIA TUSCOLANA,da specificare,,,,in prossimità LARGO VOLUMNIA,12.5337,41.8717
4808296,2020-02-18T08:30:00Z,Strada Urbana,VIA CASSIA,all'intersezione con,VIA CAMPODIMELE,VIA CAMPODIMELE,,,12.4137,41.9828
4808215,2020-02-18T08:40:00Z,Strada Urbana,VIA BERNARDO MINOZZI,all'intersezione con,VIA MARTINO ROTA,VIA MARTINO ROTA,,,12.6278,41.8698
4806738,2020-02-18T09:00:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIALE DEI ROMANISTI,VIALE DEI ROMANISTI,,,12.568,41.8697
4807290,2020-02-18T09:15:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIALE DEI ROMANISTI,VIALE DEI ROMANISTI,,,12.5681,41.8696
4807445,2020-02-18T09:15:00Z,Strada Urbana,VIA CERNAIA,all'intersezione con,PIAZZA DELLE FINANZE,PIAZZA DELLE FINANZE,,,12.4986,41.9054
4807748,2020-02-18T09:15:00Z,Strada Urbana,VIA MUZIO ATTENDOLO,all'intersezione con,VIA LUCHINO DAL VERME,VIA LUCHINO DAL VERME,,,12.5358,41.8888
4808346,2020-02-18T09:20:00Z,Strada Urbana,VIA ETTORE MAJORANA,all'intersezione con,CIRCONVALLAZIONE GIANICOLENSE,CIRCONVALLAZIONE GIANICOLENSE,,,12.4671,41.8295
4806776,2020-02-18T09:38:00Z,Strada Urbana,VIA DEL CASALE DI S. PIO V,all'intersezione semaforizzata con,PIAZZA DI VILLA CARPEGNA,PIAZZA DI VILLA CARPEGNA,,,12.4322,41.8924
4810368,2020-02-18T10:40:00Z,,VIA LEONE IV,all'intersezione semaforizzata con,VIA ANDREA DORIA,VIA ANDREA DORIA,,,,
4807760,2020-02-18T11:00:00Z,Strada Urbana,VIALE GIUSTINIANO IMPERATORE,all'intersezione con,VIA GALBA,VIA GALBA,,,12.4868,41.8553
4807643,2020-02-18T11:10:00Z,Strada Urbana,VIALE AVENTINO,all'intersezione con,VIA AVENTINA,VIA AVENTINA,,,12.4864,41.8824
4806997,2020-02-18T11:30:00Z,Strada Urbana,VIALE ENZO FERRARI,all'intersezione con,VIA DI TOR TRE TESTE,VIA DI TOR TRE TESTE,,,12.591,41.8906
4807174,2020-02-18T11:40:00Z,Strada Urbana,VIA APULIA,all'intersezione con,VIA SIBARI,VIA SIBARI,,,12.5045,41.8818
4807016,2020-02-18T11:45:00Z,Strada Urbana,LUNGOTEVERE FLAMINIO,all'intersezione con,VIA LUIGI CANINA,VIA LUIGI CANINA,,,12.4661,41.9238
4808221,2020-02-18T13:30:00Z,Strada Urbana,VIA FRANCESCO ROSASPINA,all'intersezione con,VIA NICOLA SCARANO,VIA NICOLA SCARANO,,,12.6222,41.868
4808227,2020-02-18T13:30:00Z,Strada Urbana,VIA DI TOR BELLA MONACA,all'intersezione con,VIALE PAOLO FERDINANDO QUAGLIA,VIALE PAOLO FERDINANDO QUAGLIA,,,12.6281,41.8764
4808547,2020-02-18T13:30:00Z,Strada Urbana,VIA UDINE,all'intersezione con,VIA AGRIGENTO,VIA AGRIGENTO,,,12.5169,41.91
4808220,2020-02-18T13:40:00Z,Strada Urbana,VIA GIULIO SALVADORI,all'intersezione con,VIA DEL COLLE DI S. AGATA,VIA DEL COLLE DI S. AGATA,,,12.4197,41.9442
4807673,2020-02-18T14:15:00Z,Strada Urbana,LUNGOTEVERE DEI SANGALLO,all'intersezione semaforizzata con,VIA ACCIAIOLI,VIA ACCIAIOLI,,,12.4652,41.8981
4808285,2020-02-18T14:25:00Z,Strada Urbana,VIALE DI TOR DI QUINTO,da specificare,,,,prossimità via Pietro Lupi,12.4724,41.9373
4810842,2020-02-18T14:33:00Z,,LARGO DEL TEATRO VALLE,all'intersezione con,PIAZZA DI S. ANDREA DELLA VALLE,PIAZZA DI S. ANDREA DELLA VALLE,,,,
4808710,2020-02-18T15:10:00Z,Strada Urbana,PIAZZALE FLAMINIO,all'intersezione semaforizzata con,VIA GIAMBATTISTA VICO,VIA GIAMBATTISTA VICO,,,12.475,41.9118
4808248,2020-02-18T15:30:00Z,Strada Urbana,VIA ARCEVIA,all'intersezione con,VIA CAGLI,VIA CAGLI,,,12.585,41.9365
4808242,2020-02-18T15:50:00Z,Strada Urbana,VIA CASILINA,da specificare,,,,prossimità via siculiana,12.661,41.8645
4808720,2020-02-18T16:15:00Z,Strada Urbana,VIA GIOVANNI SGAMBATI,all'intersezione con,VIA PO,VIA PO,,,12.4934,41.9136
4808010,2020-02-18T16:20:00Z,Strada Urbana,VIA DEI CASTANI,all'intersezione con,VIA DELLE PALME,VIA DELLE PALME,,,12.5651,41.8894
4807729,2020-02-18T16:45:00Z,Strada Urbana,VIALE ALESSANDRINO,all'intersezione con,VIA DELLE SUSINE,VIA DELLE SUSINE,,,12.5778,41.8798
4810381,2020-02-18T17:00:00Z,Strada Urbana,VIA DEGLI SCIPIONI,all'intersezione con,VIA DEGLI ORSINI,VIA DEGLI ORSINI,,,12.463,41.9098
4808173,2020-02-18T17:30:00Z,Strada Urbana,VIA DELLA PISANA,all'intersezione con,VIA DI MONTE STALLONARA,VIA DI MONTE STALLONARA,,,12.389,41.8577
4808275,2020-02-18T17:40:00Z,Strada Urbana,VIA DI TORRENOVA,all'intersezione con,VIA ANTEO,VIA ANTEO,,,12.6183,41.8782
4808260,2020-02-18T18:30:00Z,Strada Urbana,VIA DI TOR VERGATA,all'intersezione semaforizzata con,VIA MARCELLO ALESSIO,VIA MARCELLO ALESSIO,,,12.6226,41.8468
4808371,2020-02-18T18:45:00Z,Strada Urbana,VIA DELLE CAVE DI PIETRALATA,all'intersezione con,VIA CUPRA,VIA CUPRA,,,12.5373,41.9093
4808175,2020-02-18T19:30:00Z,Strada Urbana,VIA DELLA MAGLIANA,da specificare,,,,prossimità Via Trequanda,12.4196,41.8317
4808205,2020-02-18T19:39:00Z,Strada Urbana,VIA COLLATINA,all'intersezione con,VIA DI GROTTA DI GREGNA,VIA DI GROTTA DI GREGNA,,,12.5675,41.9008
4808725,2020-02-18T19:45:00Z,Strada Urbana,VIA TAGLIAMENTO,all'intersezione con,VIA ARNO,VIA ARNO,,,12.501,41.9186
4808357,2020-02-18T20:15:00Z,Strada Urbana,VIA AMALIA BETTINI,all'intersezione con,VIADOTTO GIUSEPPE SARAGAT,VIADOTTO GIUSEPPE SARAGAT,,,12.5208,41.9737
4808217,2020-02-18T21:25:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione semaforizzata con,VIA TOR DE' SCHIAVI,VIA TOR DE' SCHIAVI,,,12.6155,41.8933
4808489,2020-02-18T22:15:00Z,Strada Urbana,VIALE DELLA PIRAMIDE CESTIA,all'intersezione con,PIAZZA DI PORTA S. PAOLO,PIAZZA DI PORTA S. PAOLO,,,12.4821,41.8782
4808297,2020-02-18T22:35:00Z,Strada Urbana,VIA PALMIANO,all'intersezione con,VIA CAMERATA PICENA,VIA CAMERATA PICENA,,,12.5182,41.9859
4808729,2020-02-18T22:40:00Z,Strada Urbana,CORSO TRIESTE,all'intersezione con,VIA TOPINO,VIA TOPINO,,,12.5101,41.9212
4808454,2020-02-18T23:05:00Z,Strada Urbana,VIA DI BRAVETTA,all'intersezione con,VIA DEGLI SCROVEGNI,VIA DEGLI SCROVEGNI,,,12.4257,41.8762
4808579,2020-02-19T00:05:00Z,Strada Urbana,VIA DI VILLA ADA,all'intersezione con,VIA LARIANA,VIA LARIANA,,,12.5052,41.9245
4808375,2020-02-19T07:15:00Z,Strada Urbana,VIALE GUGLIELMO MARCONI,all'intersezione semaforizzata con,VIA VALCO DI S. PAOLO,VIA VALCO DI S. PAOLO,,,12.4734,41.8523
4810076,2020-02-19T07:34:00Z,Strada Urbana,PIAZZA DEL TORRACCIO DI TORRENOVA,all'intersezione con,VIA ROCCO POZZI,VIA ROCCO POZZI,,,12.6269,41.8675
4808917,2020-02-19T07:50:00Z,Strada Urbana,PIAZZA PIA,all'intersezione con,BORGO S. ANGELO,BORGO S. ANGELO,,,12.4643,41.9033
4809584,2020-02-19T07:50:00Z,Strada Urbana,VIA SAPPADA,da specificare,,,,alt. Via Pieve di Cadore,12.4335,41.9378
4810093,2020-02-19T09:00:00Z,Strada Urbana,VIALE CRISTOFORO COLOMBO,all'intersezione con,VIA DEL CANALE DELLA LINGUA,VIA DEL CANALE DELLA LINGUA,,,12.4536,41.8089
4809597,2020-02-19T09:15:00Z,Strada Urbana,VIA DI TORREVECCHIA,all'intersezione con,VIA BUSALLA,VIA BUSALLA,,,12.4195,41.9334
4808712,2020-02-19T10:10:00Z,Strada Urbana,VIA MAGNAGRECIA,all'intersezione con,VIA APPIA NUOVA,VIA APPIA NUOVA,,,12.5099,41.8853
4810104,2020-02-19T11:00:00Z,Strada Urbana,VIA MARTINO ROTA,all'intersezione con,VIA BERNARDO MINOZZI,VIA BERNARDO MINOZZI,,,12.6273,41.8703
4809740,2020-02-19T12:50:00Z,Strada Urbana,PIAZZA ASTI,da specificare,,,,fr. via matera,12.5195,41.8815
4809042,2020-02-19T13:15:00Z,Strada Urbana,VIALE GIULIO AGRICOLA,all'intersezione semaforizzata con,VIALE ANICIO GALLO,VIALE ANICIO GALLO,,,12.5605,41.855
4810174,2020-02-19T13:20:00Z,Strada Urbana,PIAZZALE CINA,da specificare,,,,area di parcheggio altezza via Canton,12.4324,41.8076
4809261,2020-02-19T14:35:00Z,Strada Urbana,PIAZZA ACILIA,all'intersezione con,VIA LUCRINO,VIA LUCRINO,,,12.5124,41.9289
4810324,2020-02-19T15:10:00Z,Strada Urbana,LARGO GIUNCUGNANO,all'intersezione con,VIA ARCIDOSSO,VIA ARCIDOSSO,,,10.4824,44.0757
4810490,2020-02-19T15:30:00Z,Strada Urbana,VIA MONTE ZEBIO,all'intersezione con,VIA PODGORA,VIA PODGORA,,,12.465,41.9181
4810269,2020-02-19T15:40:00Z,Strada Urbana,PIAZZALE APPIO,da specificare,,,,FRONTE VIA APPIA NUOVA,12.5095,41.8855
4810783,2020-02-19T16:00:00Z,Strada Urbana,PIAZZA DELLA REPUBBLICA,all'intersezione con,VIA DELLE TERME DI DIOCLEZIANO,VIA DELLE TERME DI DIOCLEZIANO,,,12.4967,41.9024
4810587,2020-02-19T16:20:00Z,Strada Urbana,VIA DELLA NOCETTA,all'intersezione con,VIA AURELIA ANTICA,VIA AURELIA ANTICA,,,12.432,41.8833
4810280,2020-02-19T16:30:00Z,Strada Urbana,VIA GIUSEPPE BETTIOL,all'intersezione con,VIA DI VAL CANNUTA,VIA DI VAL CANNUTA,,,12.4128,41.8987
4809571,2020-02-19T16:40:00Z,Strada Urbana,PIAZZA EUCLIDE,all'intersezione semaforizzata con,VIA FILIPPO CIVININI,VIA FILIPPO CIVININI,,,12.4813,41.9267
4810627,2020-02-19T16:40:00Z,Strada Urbana,PIAZZA GIUSEPPE GIOACHINO BELLI,all'intersezione semaforizzata con,LUNGOTEVERE DEGLI ANGUILLARA,LUNGOTEVERE DEGLI ANGUILLARA,,,12.4745,41.8903
4810047,2020-02-19T16:45:00Z,Strada Urbana,VIA NOCERA UMBRA,all'intersezione con,VIA OTRICOLI,VIA OTRICOLI,,,12.531,41.8796
4810264,2020-02-19T16:50:00Z,Strada Urbana,VIA DI MEZZOCAMMINO,all'intersezione con,LARGO DELLE PLEIADI,LARGO DELLE PLEIADI,,,12.4304,41.7852
4810261,2020-02-19T17:25:00Z,Strada Urbana,LARGO LIVIO ZAMBECCARI,all'intersezione con,VIA GAETANO FUGGETTA,VIA GAETANO FUGGETTA,,,12.4517,41.8526
4810135,2020-02-19T17:35:00Z,Strada Urbana,VIA LA SPEZIA,all'intersezione semaforizzata con,VIA MONZA,VIA MONZA,,,12.5153,41.8863
4810683,2020-02-19T17:40:00Z,Strada Urbana,VIALE SOMALIA,all'intersezione con,VIA PIETRO MASCAGNI,VIA PIETRO MASCAGNI,,,12.5158,41.9359
4810230,2020-02-19T18:30:00Z,Strada Urbana,VIALE PALMIRO TOGLIATTI,all'intersezione semaforizzata con,VIA QUINTO PUBLICIO,VIA QUINTO PUBLICIO,,,12.5712,41.8562
4809760,2020-02-19T18:45:00Z,Strada Urbana,VIA LORENZO ELLERO,all'intersezione con,VIA VINCENZO VIARA DE RICCI,VIA VINCENZO VIARA DE RICCI,,,12.4121,41.9282
4810281,2020-02-19T18:50:00Z,Strada Urbana,VIA TRIONFALE,all'intersezione con,VIA ARISTIDE GABELLI,VIA ARISTIDE GABELLI,,,12.4211,41.9416
4812337,2020-02-19T19:00:00Z,Strada Urbana,VIA LUIGI SETTEMBRINI,all'intersezione con,VIA RUFFINI,VIA RUFFINI,,,12.4657,41.9153
4810303,2020-02-19T19:35:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione con,VIA TRANI,VIA TRANI,,,12.6155,41.8933
4810250,2020-02-19T20:00:00Z,Strada Urbana,VIA TALEGGIO,all'intersezione con,VIA DELLA RISERVA GRANDE,VIA DELLA RISERVA GRANDE,,,12.3808,41.9482
4817212,2020-02-19T20:15:00Z,Strada Urbana,VIA TEMBIEN,all'intersezione con,VIA TRIPOLI,VIA TRIPOLI,,,12.5259,41.9299
4810306,2020-02-19T20:20:00Z,Strada Urbana,PIAZZA DEL QUIRINALE,da specificare,,,,in corrispondenza di Via Ventiquattro Maggio,12.4868,41.8989
4810304,2020-02-19T20:40:00Z,Strada Urbana,VIA BRACCIO DA MONTONE,all'intersezione con,VIA FANFULLA DA LODI,VIA FANFULLA DA LODI,,,12.5301,41.8893
4810692,2020-02-19T20:50:00Z,Strada Urbana,VIA BONCOMPAGNI,all'intersezione con,VIA NERVA,VIA NERVA,,,12.4963,41.9091
4810397,2020-02-19T21:10:00Z,Strada Urbana,VIA DEGLI ANGELI,all'intersezione con,VIA DEI QUINTILI,VIA DEI QUINTILI,,,12.5423,41.8734
4810158,2020-02-19T21:15:00Z,Strada Urbana,VIA ANDREA MANTEGNA,all'intersezione con,VIA DEI GEORGOFILI,VIA DEI GEORGOFILI,,,12.494,41.8518
4810132,2020-02-20T01:30:00Z,Strada Urbana,VIA DEI COLOMBI,all'intersezione con,VIA DELL'USIGNOLO,VIA DELL'USIGNOLO,,,12.5938,41.8709
4811210,2020-02-20T07:10:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,all'intersezione semaforizzata con,LARGO ANGELO FOCHETTI,LARGO ANGELO FOCHETTI,,,12.4963,41.8672
