Protocollo,DataOraIncidente,Localizzazione1,STRADA1,Localizzazione2,STRADA2,Strada02,Chilometrica,DaSpecificare,Longitude,Latitude
5470592,2021-06-17T11:05:00Z,Strada Urbana,VIA DEL CASALE DI S. BASILIO,all'intersezione con,VIA PIEVE TORINA,VIA PIEVE TORINA,,,12.5844,41.9331
5469176,2021-06-17T11:30:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,VIA DI TORRE SPACCATA,VIA DI TORRE SPACCATA,,,12.5757,41.8484
5470540,2021-06-17T12:10:00Z,Strada Urbana,VIALE GUGLIELMO MARCONI,all'intersezione semaforizzata con,VIA TEMISTOCLE CALZECCHI ONESTI,VIA TEMISTOCLE CALZECCHI ONESTI,,,12.4713,41.8573
5470814,2021-06-17T13:00:00Z,Strada Urbana,VIA DELLA BUFALOTTA,all'intersezione semaforizzata con,VIA RENATO FUCINI,VIA RENATO FUCINI,,,12.5443,41.9535
5470666,2021-06-17T13:10:00Z,Strada Urbana,VIA LELLO MADDALENO,da specificare,,,,prossimità VIA DI SETTEBAGNI,12.5178,41.9896
5470870,2021-06-17T14:40:00Z,Strada Urbana,VIA NIZZA,all'intersezione con,VIA MANTOVA,VIA MANTOVA,,,12.5013,41.9129
5470446,2021-06-17T15:30:00Z,Strada Urbana,VIA DI FIORANELLO,all'intersezione con,VIA DEL FOSSO DI FIORANELLO,VIA DEL FOSSO DI FIORANELLO,,,12.5425,41.7915
5470224,2021-06-17T15:55:00Z,Strada Urbana,VIA DOMENICO BECCAFUMI,all'intersezione con,VIA ALFONSO ALBERGHETTI,VIA ALFONSO ALBERGHETTI,,,12.6238,41.867
5470226,2021-06-17T16:10:00Z,Strada Urbana,VIA DEI CORIBANTI,all'intersezione con,VIA ESPERIDE,VIA ESPERIDE,,,12.6172,41.8751
5470227,2021-06-17T16:40:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIA TAURANO,VIA TAURANO,,,12.6155,41.8933
5471260,2021-06-17T16:55:00Z,Provinciale entro l'abitato,VIA LAURENTINA,all'intersezione con,VIA CELINE,VIA CELINE,,,12.4843,41.8092
5471041,2021-06-17T17:00:00Z,Strada Urbana,VIA VILLA DI FAONTE,da specificare,,,,prossimità via della Bufalotta,12.5403,41.9502
5470428,2021-06-17T17:50:00Z,Strada Urbana,VIA ACCIAIOLI,all'intersezione con,VIA PAOLA,VIA PAOLA,,,12.4652,41.8999
5470524,2021-06-17T17:50:00Z,Strada Urbana,VIA VITTORE CARPACCIO,all'intersezione con,VIA ACCADEMIA DEGLI AGIATI,VIA ACCADEMIA DEGLI AGIATI,,,12.4924,41.8494
5470729,2021-06-17T18:25:00Z,Strada Urbana,VIA DI VALLE MELAINA,all'intersezione semaforizzata con,VIA DELLE ISOLE CURZOLANE,VIA DELLE ISOLE CURZOLANE,,,12.5258,41.9486
5471178,2021-06-17T19:30:00Z,Strada Urbana,VIALE DEI QUATTRO VENTI,all'intersezione con,VIA RAFFAELLO GIOVAGNOLI,VIA RAFFAELLO GIOVAGNOLI,,,12.4585,41.8796
5470658,2021-06-17T20:10:00Z,Strada Urbana,VIALE SACCO E VANZETTI,all'intersezione con,VIA VITO GIUSEPPE GALATI,VIA VITO GIUSEPPE GALATI,,,12.5693,41.9098
5475232,2021-06-17T20:15:00Z,Strada Urbana,VIALE DELLE BELLE ARTI,all'intersezione con,VIA ANTONIO GRAMSCI,VIA ANTONIO GRAMSCI,,,12.4791,41.9183
5472349,2021-06-17T21:45:00Z,Strada Urbana,VIA VENTI SETTEMBRE,all'intersezione semaforizzata con,LARGO DI S. SUSANNA,LARGO DI S. SUSANNA,,,12.4942,41.9043
5470629,2021-06-17T22:10:00Z,Strada Urbana,VIA MATTEO BARTOLI,all'intersezione con,VIA MARINO GHETALDI,VIA MARINO GHETALDI,,,12.4889,41.8184
5470635,2021-06-17T23:10:00Z,Strada Urbana,VIA TUSCOLANA,all'intersezione semaforizzata con,VIA LUCIO SESTIO,VIA LUCIO SESTIO,,,12.5571,41.8597
5470744,2021-06-18T00:55:00Z,Strada Urbana,VIA DELLA BALDUINA,all'intersezione con,VIA MASSIMI,VIA MASSIMI,,,12.4426,41.928
5475006,2021-06-18T01:40:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione con,VIALE PALMIRO TOGLIATTI,VIALE PALMIRO TOGLIATTI,,,12.5746,41.8949
5470801,2021-06-18T03:00:00Z,Strada Urbana,LUNGOTEVERE TESTACCIO,all'intersezione semaforizzata con,PONTE SUBLICIO,PONTE SUBLICIO,,,,
5475045,2021-06-18T04:40:00Z,Strada Urbana,VIA PRENESTINA,all'intersezione semaforizzata con,VIALE PALMIRO TOGLIATTI,VIALE PALMIRO TOGLIATTI,,,12.5757,41.8945
5474879,2021-06-18T07:25:00Z,Strada Urbana,VIA REZZATO,all'intersezione con,VIA GRAVEDONA,VIA GRAVEDONA,,,12.3801,41.9532
5470834,2021-06-18T08:55:00Z,Strada Urbana,VIA LUCIO SESTIO,all'intersezione con,VIA MARCO VALERIO CORVO,VIA MARCO VALERIO CORVO,,,12.5562,41.8588
5471849,2021-06-18T09:00:00Z,Strada Urbana,VIA SARNANO,all'intersezione con,VIA CASAL TIDEI,VIA CASAL TIDEI,,,12.5802,41.9409
5472275,2021-06-18T09:20:00Z,Strada Urbana,CIRCONVALLAZIONE OSTIENSE,all'intersezione con,VIA CARLO CITERNI,VIA CARLO CITERNI,,,12.4932,41.8673
5471046,2021-06-18T09:50:00Z,Strada Urbana,VIA CRISTOFORO COLOMBO,da specificare,,,,prossimità piazzale G. Marconi (lato Via Liszt),12.4706,41.8332
5471166,2021-06-18T10:10:00Z,Strada Urbana,VIA DI ACQUA BULLICANTE,all'intersezione con,VIA SAMPIERO DI BASTELICA,VIA SAMPIERO DI BASTELICA,,,12.5422,41.8888
5473040,2021-06-18T10:45:00Z,Strada Urbana,VIA SARZANA,all'intersezione con,VIA DI MONTE CUCCO,VIA DI MONTE CUCCO,,,12.4382,41.8417
5475060,2021-06-18T12:40:00Z,Strada Urbana,PIAZZA DEI SICULI,da specificare,,,,altezza Via dei Taurini,12.5111,41.8993
5473064,2021-06-18T13:20:00Z,Strada Urbana,VIALE CARLO FELICE,all'intersezione con,PORTA S. GIOVANNI,PORTA S. GIOVANNI,,,12.5087,41.8864
5472785,2021-06-18T13:30:00Z,Provinciale entro l'abitato,VIA PRENESTINA,all'intersezione con,VIA CARINOLA,VIA CARINOLA,,,12.6309,41.8927
5472327,2021-06-18T14:20:00Z,Strada Urbana,VIA MASTRO GIORGIO,all'intersezione con,VIA GALVANI,VIA GALVANI,,,12.4769,41.8791
5472441,2021-06-18T15:50:00Z,Strada Urbana,PIAZZALE CLODIO,all'intersezione semaforizzata con,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,,,12.4545,41.9169
5475223,2021-06-18T16:15:00Z,Strada Urbana,VIALE DELL'UNIVERSITA',da specificare,,,,altezza PIAZZA CONFIENZA,12.5094,41.9036
5475108,2021-06-18T16:30:00Z,Strada Urbana,VIA LUIGI ANGELONI,all'intersezione con,VIA PIETRO MARONCELLI,VIA PIETRO MARONCELLI,,,12.45,41.8548
5472551,2021-06-18T16:45:00Z,Strada Urbana,VIA CIPRO,all'intersezione semaforizzata con,VIALE DEGLI AMMIRAGLI,VIALE DEGLI AMMIRAGLI,,,12.4449,41.9054
5475356,2021-06-18T17:00:00Z,Strada Urbana,VIA VITTORIO VENETO,da specificare,,,,all'altezza di piazza Barberini,12.4895,41.9061
5473835,2021-06-18T19:30:00Z,Strada Urbana,VIA BRITANNIA,da specificare,,,,prossimità VIA ETRURIA,12.5083,41.88
5473790,2021-06-18T19:50:00Z,Strada Urbana,VIA LAURENTINA,all'intersezione con,VIA DI ACQUA ACETOSA OSTIENSE,VIA DI ACQUA ACETOSA OSTIENSE,,,12.4813,41.8013
5475313,2021-06-18T20:15:00Z,Strada Urbana,VIA RODOLFO LANCIANI,all'intersezione con,PIAZZA ORAZIO MARUCCHI,PIAZZA ORAZIO MARUCCHI,,,12.5206,41.9208
5474998,2021-06-18T20:40:00Z,Strada Urbana,VIA EMILIO CHIOVENDA,all'intersezione con,VIA DELLE ROSE,VIA DELLE ROSE,,,12.568,41.8909
5473092,2021-06-18T22:40:00Z,Strada Urbana,VIA PARIGI,all'intersezione con,VIA PASTRENGO,VIA PASTRENGO,,,12.4962,41.9042
5473747,2021-06-18T23:50:00Z,Strada Urbana,VIA DELLA MAGLIANELLA,all'intersezione con,VIA DELLA RISERVA TORLONIA,VIA DELLA RISERVA TORLONIA,,,12.3791,41.9018
5477077,2021-06-18T23:50:00Z,Strada Urbana,VIA CAVOUR,all'intersezione con,VIA DI S. MARIA MAGGIORE,VIA DI S. MARIA MAGGIORE,,,12.496,41.8974
5473116,2021-06-19T00:41:00Z,Strada Urbana,VIA EMANUELE FILIBERTO,all'intersezione con,VIA STATILIA,VIA STATILIA,,,12.507,41.8899
5475044,2021-06-19T00:45:00Z,Strada Urbana,VIA DI BOCCEA,all'intersezione semaforizzata con,PIAZZA DEI GIURECONSULTI,PIAZZA DEI GIURECONSULTI,,,12.3847,41.9149
5472616,2021-06-19T01:15:00Z,Strada Urbana,VIA POMPEO MAGNO,all'intersezione con,VIA EZIO,VIA EZIO,,,12.4659,41.9097
5472669,2021-06-19T02:05:00Z,Strada Urbana,PIAZZA DEL RISORGIMENTO,all'intersezione con,VIA DEL MASCHERINO,VIA DEL MASCHERINO,,,12.4589,41.9053
5474784,2021-06-19T05:10:00Z,Strada Urbana,VIA ERASMO GATTAMELATA,all'intersezione semaforizzata con,VIA SAMPIERO DI BASTELICA,VIA SAMPIERO DI BASTELICA,,,12.5365,41.8904
5472781,2021-06-19T11:45:00Z,Strada Urbana,VIALE DELL'OCEANO ATLANTICO,da specificare,,,,intersezione con Via Rhodesia (dir. p.le 25 Marzo),12.4705,41.8201
5474916,2021-06-19T14:35:00Z,Strada Urbana,VIA ANDERSEN,all'intersezione con,VIA DELLA VALLE DEI FONTANILI,VIA DELLA VALLE DEI FONTANILI,,,12.4065,41.9246
5473772,2021-06-19T15:25:00Z,Strada Urbana,VIA GREGORIO XIII,all'intersezione con,VIA PROSPERO SANTACROCE,VIA PROSPERO SANTACROCE,,,12.4182,41.9056
5475043,2021-06-19T16:40:00Z,Strada Urbana,VIA DELLE CASE ROSSE,all'intersezione semaforizzata con,VIALE DEL TECNOPOLO,VIALE DEL TECNOPOLO,,,12.6365,41.9273
5475057,2021-06-19T16:45:00Z,Strada Urbana,VIA TIBURTINA,all'intersezione semaforizzata con,VIA DI PORTONACCIO,VIA DI PORTONACCIO,,,12.5309,41.9082
5473165,2021-06-19T17:00:00Z,Strada Urbana,VIA FRASSINETO,da specificare,,,,alt. via Inverigo,12.4809,42.0027
5475202,2021-06-19T17:50:00Z,Strada Urbana,VIA ERMENEGILDO FRANCESCONI,all'intersezione con,VIA LEONARDO GREPPI,VIA LEONARDO GREPPI,,,12.4561,41.8621
5475240,2021-06-19T17:55:00Z,Strada Urbana,VIA TAGLIAMENTO,all'intersezione con,VIA BRENTA,VIA BRENTA,,,12.5019,41.9193
5474887,2021-06-19T19:20:00Z,Strada Urbana,PIAZZA DI CINECITTA',all'intersezione semaforizzata con,VIALE PALMIRO TOGLIATTI,VIALE PALMIRO TOGLIATTI,,,12.57,41.8524
5474731,2021-06-19T19:45:00Z,Strada Urbana,VIA ALENDA,all'intersezione con,VIA JACOMO MAGNOLINO,VIA JACOMO MAGNOLINO,,,12.6097,41.8603
5474971,2021-06-19T20:30:00Z,Strada Urbana,VIALE DEI CAVALIERI DI VITTORIO VENETO,da specificare,,,,in prossimità di VIA ROMEO ROMEI,12.4526,41.9195
5475266,2021-06-19T21:00:00Z,Strada Urbana,VIA CAMPANIA,all'intersezione con,VIA TOSCANA,VIA TOSCANA,,,12.4924,41.9105
5473815,2021-06-19T21:30:00Z,Strada Urbana,VIA NAPOLEONE III,all'intersezione semaforizzata con,VIA RATTAZZI,VIA RATTAZZI,,,12.5023,41.8967
5475247,2021-06-20T00:55:00Z,Strada Urbana,VIA DI VILLA ADA,all'intersezione con,VIA BENACO,VIA BENACO,,,12.5055,41.9242
5473736,2021-06-20T01:20:00Z,Strada Urbana,LUNGOTEVERE MARZIO,all'intersezione con,PONTE CAVOUR,PONTE CAVOUR,,,12.4739,41.9032
5475115,2021-06-20T02:13:00Z,Strada Urbana,VIA CASTELFIDARDO,all'intersezione con,VIA GAETA,VIA GAETA,,,12.5011,41.9064
5475277,2021-06-20T02:25:00Z,Strada Urbana,VIA NOMENTANA,all'intersezione con,VIA DI S. COSTANZA,VIA DI S. COSTANZA,,,12.5151,41.9223
5475177,2021-06-20T04:00:00Z,Strada Urbana,VIALE SORA LELLA,da specificare,,,,prossimità VIA ROBERTO ROSSELLINI,12.5698,41.9522
